attendance_id,student_id,date,status
20672,1020,2024-03-07,Present
20673,1020,2024-03-08,Absent
20674,1020,2024-03-11,Present
20675,1020,2024-03-12,Present
20676,1020,2024-03-13,Present
20677,1020,2024-03-14,Absent
20678,1020,2024-03-15,Present
20679,1020,2024-03-18,Present
20680,1020,2024-03-19,Present
20681,1020,2024-03-20,Present
20682,1020,2024-03-21,Present
20683,1020,2024-03-22,Present
20684,1020,2024-03-25,Present
20685,1020,2024-03-26,Absent
20686,1020,2024-03-27,Present
20687,1020,2024-03-28,Present
20688,1020,2024-03-29,Present
20689,1020,2024-04-01,Present
20690,1020,2024-04-02,Absent
20691,1020,2024-04-03,Present
20692,1020,2024-04-04,Present
20693,1020,2024-04-05,Present
20694,1020,2024-04-08,Present
20695,1020,2024-04-09,Present
20696,1020,2024-04-10,Present
20697,1020,2024-04-11,Present
20698,1020,2024-04-12,Present
20699,1020,2024-04-15,Present
20700,1020,2024-04-16,Present
20701,1020,2024-04-17,Present
20702,1020,2024-04-18,Present
20703,1020,2024-04-19,Present
20704,1020,2024-04-22,Present
20705,1020,2024-04-23,Present
20706,1020,2024-04-24,Present
20707,1020,2024-04-25,Absent
20708,1020,2024-04-26,Present
20709,1020,2024-04-29,Present
20710,1020,2024-04-30,Absent
20711,1020,2024-05-01,Present
20712,1020,2024-05-02,Present
20713,1020,2024-05-03,Present
20714,1020,2024-05-06,Present
20715,1020,2024-05-07,Present
20716,1020,2024-05-08,Present
20717,1020,2024-05-09,Present
20718,1020,2024-05-10,Present
20719,1020,2024-05-13,Absent
20720,1020,2024-05-14,Present
20721,1020,2024-05-15,Present
20722,1020,2024-05-16,Present
20723,1020,2024-05-17,Present
20724,1020,2024-05-20,Absent
20725,1020,2024-05-21,Absent
20726,1020,2024-05-22,Present
20727,1020,2024-05-23,Present
20728,1020,2024-05-24,Absent
20729,1020,2024-05-27,Absent
20730,1020,2024-05-28,Present
20731,1020,2024-05-29,Present
20732,1020,2024-05-30,Present
20733,1020,2024-05-31,Present
20734,1020,2024-06-03,Present
20735,1020,2024-06-04,Present
20736,1490,2024-03-06,Present
20737,1490,2024-03-07,Present
20738,1490,2024-03-08,Present
20739,1490,2024-03-11,Present
20740,1490,2024-03-12,Absent
20741,1490,2024-03-13,Absent
20742,1490,2024-03-14,Present
20743,1490,2024-03-15,Present
20744,1490,2024-03-18,Present
20745,1490,2024-03-19,Present
20746,1490,2024-03-20,Present
20747,1490,2024-03-21,Present
20748,1490,2024-03-22,Present
20749,1490,2024-03-25,Present
20750,1490,2024-03-26,Present
20751,1490,2024-03-27,Absent
20752,1490,2024-03-28,Present
20753,1490,2024-03-29,Present
20754,1490,2024-04-01,Present
20755,1490,2024-04-02,Present
20756,1490,2024-04-03,Present
20757,1490,2024-04-04,Absent
20758,1490,2024-04-05,Present
20759,1490,2024-04-08,Absent
20760,1490,2024-04-09,Present
20761,1490,2024-04-10,Present
20762,1490,2024-04-11,Present
20763,1490,2024-04-12,Present
20764,1490,2024-04-15,Present
20765,1490,2024-04-16,Present
20766,1490,2024-04-17,Present
20767,1490,2024-04-18,Present
20768,1490,2024-04-19,Present
20769,1490,2024-04-22,Present
20770,1490,2024-04-23,Present
20771,1490,2024-04-24,Present
20772,1490,2024-04-25,Present
20773,1490,2024-04-26,Absent
20774,1490,2024-04-29,Present
20775,1490,2024-04-30,Present
20776,1490,2024-05-01,Present
20777,1490,2024-05-02,Present
20778,1490,2024-05-03,Present
20779,1490,2024-05-06,Present
20780,1490,2024-05-07,Present
20781,1490,2024-05-08,Present
20782,1490,2024-05-09,Present
20783,1490,2024-05-10,Present
20784,1490,2024-05-13,Present
20785,1490,2024-05-14,Present
20786,1490,2024-05-15,Present
20787,1490,2024-05-16,Present
20788,1490,2024-05-17,Present
20789,1490,2024-05-20,Present
20790,1490,2024-05-21,Present
20791,1490,2024-05-22,Absent
20792,1490,2024-05-23,Absent
20793,1490,2024-05-24,Absent
20794,1490,2024-05-27,Absent
20795,1490,2024-05-28,Present
20796,1490,2024-05-29,Present
20797,1490,2024-05-30,Present
20798,1490,2024-05-31,Present
20799,1490,2024-06-03,Present
20800,1490,2024-06-04,Present
20801,1468,2024-03-06,Present
20802,1468,2024-03-07,Present
20803,1468,2024-03-08,Present
20804,1468,2024-03-11,Present
20805,1468,2024-03-12,Absent
20806,1468,2024-03-13,Present
20807,1468,2024-03-14,Absent
20808,1468,2024-03-15,Present
20809,1468,2024-03-18,Present
20810,1468,2024-03-19,Present
20811,1468,2024-03-20,Present
20812,1468,2024-03-21,Present
20813,1468,2024-03-22,Present
20814,1468,2024-03-25,Present
20815,1468,2024-03-26,Present
20816,1468,2024-03-27,Present
20817,1468,2024-03-28,Absent
20818,1468,2024-03-29,Present
20819,1468,2024-04-01,Present
20820,1468,2024-04-02,Present
20821,1468,2024-04-03,Present
20822,1468,2024-04-04,Present
20823,1468,2024-04-05,Absent
20824,1468,2024-04-08,Present
20825,1468,2024-04-09,Present
20826,1468,2024-04-10,Present
20827,1468,2024-04-11,Present
20828,1468,2024-04-12,Absent
20829,1468,2024-04-15,Present
20830,1468,2024-04-16,Present
20831,1468,2024-04-17,Present
20832,1468,2024-04-18,Present
20833,1468,2024-04-19,Absent
20834,1468,2024-04-22,Present
20835,1468,2024-04-23,Present
20836,1468,2024-04-24,Present
20837,1468,2024-04-25,Absent
20838,1468,2024-04-26,Absent
20839,1468,2024-04-29,Present
20840,1468,2024-04-30,Present
20841,1468,2024-05-01,Present
20842,1468,2024-05-02,Absent
20843,1468,2024-05-03,Absent
20844,1468,2024-05-06,Absent
20845,1468,2024-05-07,Present
20846,1468,2024-05-08,Present
20847,1468,2024-05-09,Present
20848,1468,2024-05-10,Present
20849,1468,2024-05-13,Present
20850,1468,2024-05-14,Present
20851,1468,2024-05-15,Present
20852,1468,2024-05-16,Present
20853,1468,2024-05-17,Absent
20854,1468,2024-05-20,Present
20855,1468,2024-05-21,Present
20856,1468,2024-05-22,Present
20857,1468,2024-05-23,Present
20858,1468,2024-05-24,Absent
20859,1468,2024-05-27,Absent
20860,1468,2024-05-28,Present
20861,1468,2024-05-29,Present
20862,1468,2024-05-30,Absent
20863,1468,2024-05-31,Present
20864,1468,2024-06-03,Present
20865,1468,2024-06-04,Absent
20866,1257,2024-03-06,Absent
20867,1257,2024-03-07,Present
20868,1257,2024-03-08,Present
20869,1257,2024-03-11,Present
20870,1257,2024-03-12,Present
20871,1257,2024-03-13,Present
20872,1257,2024-03-14,Present
20873,1257,2024-03-15,Present
20874,1257,2024-03-18,Present
20875,1257,2024-03-19,Present
20876,1257,2024-03-20,Present
20877,1257,2024-03-21,Present
20878,1257,2024-03-22,Present
20879,1257,2024-03-25,Present
20880,1257,2024-03-26,Present
20881,1257,2024-03-27,Present
20882,1257,2024-03-28,Present
20883,1257,2024-03-29,Absent
20884,1257,2024-04-01,Present
20885,1257,2024-04-02,Present
20886,1257,2024-04-03,Present
20887,1257,2024-04-04,Absent
20888,1257,2024-04-05,Present
20889,1257,2024-04-08,Present
20890,1257,2024-04-09,Present
20891,1257,2024-04-10,Present
20892,1257,2024-04-11,Present
20893,1257,2024-04-12,Present
20894,1257,2024-04-15,Absent
20895,1257,2024-04-16,Present
20896,1257,2024-04-17,Present
20897,1257,2024-04-18,Present
20898,1257,2024-04-19,Absent
20899,1257,2024-04-22,Present
20900,1257,2024-04-23,Present
20901,1257,2024-04-24,Present
20902,1257,2024-04-25,Absent
20903,1257,2024-04-26,Present
20904,1257,2024-04-29,Present
20905,1257,2024-04-30,Present
20906,1257,2024-05-01,Present
20907,1257,2024-05-02,Present
20908,1257,2024-05-03,Present
20909,1257,2024-05-06,Present
20910,1257,2024-05-07,Absent
20911,1257,2024-05-08,Present
20912,1257,2024-05-09,Present
20913,1257,2024-05-10,Present
20914,1257,2024-05-13,Present
20915,1257,2024-05-14,Absent
20916,1257,2024-05-15,Present
20917,1257,2024-05-16,Present
20918,1257,2024-05-17,Present
20919,1257,2024-05-20,Present
20920,1257,2024-05-21,Present
20921,1257,2024-05-22,Present
20922,1257,2024-05-23,Present
20923,1257,2024-05-24,Absent
20924,1257,2024-05-27,Present
20925,1257,2024-05-28,Present
20926,1257,2024-05-29,Absent
20927,1257,2024-05-30,Present
20928,1257,2024-05-31,Present
20929,1257,2024-06-03,Absent
20930,1257,2024-06-04,Present
20931,1118,2024-03-06,Absent
20932,1118,2024-03-07,Present
20933,1118,2024-03-08,Present
20934,1118,2024-03-11,Present
20935,1118,2024-03-12,Present
20936,1118,2024-03-13,Present
20937,1118,2024-03-14,Present
20938,1118,2024-03-15,Absent
20939,1118,2024-03-18,Present
20940,1118,2024-03-19,Present
20941,1118,2024-03-20,Present
20942,1118,2024-03-21,Present
20943,1118,2024-03-22,Present
20944,1118,2024-03-25,Present
20945,1118,2024-03-26,Present
20946,1118,2024-03-27,Present
20947,1118,2024-03-28,Present
20948,1118,2024-03-29,Present
20949,1118,2024-04-01,Present
20950,1118,2024-04-02,Absent
20951,1118,2024-04-03,Present
20952,1118,2024-04-04,Absent
20953,1118,2024-04-05,Absent
20954,1118,2024-04-08,Present
20955,1118,2024-04-09,Present
20956,1118,2024-04-10,Absent
20957,1118,2024-04-11,Absent
20958,1118,2024-04-12,Present
20959,1118,2024-04-15,Present
20960,1118,2024-04-16,Absent
20961,1118,2024-04-17,Present
20962,1118,2024-04-18,Absent
20963,1118,2024-04-19,Absent
20964,1118,2024-04-22,Present
20965,1118,2024-04-23,Present
20966,1118,2024-04-24,Absent
20967,1118,2024-04-25,Present
20968,1118,2024-04-26,Present
20969,1118,2024-04-29,Present
20970,1118,2024-04-30,Present
20971,1118,2024-05-01,Present
20972,1118,2024-05-02,Absent
20973,1118,2024-05-03,Present
20974,1118,2024-05-06,Present
20975,1118,2024-05-07,Present
20976,1118,2024-05-08,Present
20977,1118,2024-05-09,Present
20978,1118,2024-05-10,Present
20979,1118,2024-05-13,Present
20980,1118,2024-05-14,Present
20981,1118,2024-05-15,Present
20982,1118,2024-05-16,Present
20983,1118,2024-05-17,Present
20984,1118,2024-05-20,Present
20985,1118,2024-05-21,Present
20986,1118,2024-05-22,Present
20987,1118,2024-05-23,Present
20988,1118,2024-05-24,Present
20989,1118,2024-05-27,Absent
20990,1118,2024-05-28,Present
20991,1118,2024-05-29,Absent
20992,1118,2024-05-30,Absent
20993,1118,2024-05-31,Present
20994,1118,2024-06-03,Present
20995,1118,2024-06-04,Absent
20996,1457,2024-03-06,Present
20997,1457,2024-03-07,Present
20998,1457,2024-03-08,Absent
20999,1457,2024-03-11,Present
21000,1457,2024-03-12,Present
21001,1457,2024-03-13,Absent
21002,1457,2024-03-14,Present
21003,1457,2024-03-15,Present
21004,1457,2024-03-18,Present
21005,1457,2024-03-19,Present
21006,1457,2024-03-20,Absent
21007,1457,2024-03-21,Absent
21008,1457,2024-03-22,Present
21009,1457,2024-03-25,Present
21010,1457,2024-03-26,Present
21011,1457,2024-03-27,Present
21012,1457,2024-03-28,Present
21013,1457,2024-03-29,Present
21014,1457,2024-04-01,Absent
21015,1457,2024-04-02,Present
21016,1457,2024-04-03,Absent
21017,1457,2024-04-04,Present
21018,1457,2024-04-05,Absent
21019,1457,2024-04-08,Absent
21020,1457,2024-04-09,Present
21021,1457,2024-04-10,Absent
21022,1457,2024-04-11,Present
21023,1457,2024-04-12,Present
21024,1457,2024-04-15,Present
21025,1457,2024-04-16,Present
21026,1457,2024-04-17,Present
21027,1457,2024-04-18,Present
21028,1457,2024-04-19,Absent
21029,1457,2024-04-22,Present
21030,1457,2024-04-23,Absent
21031,1457,2024-04-24,Present
21032,1457,2024-04-25,Present
21033,1457,2024-04-26,Absent
21034,1457,2024-04-29,Present
21035,1457,2024-04-30,Absent
21036,1457,2024-05-01,Present
21037,1457,2024-05-02,Present
21038,1457,2024-05-03,Present
21039,1457,2024-05-06,Present
21040,1457,2024-05-07,Present
21041,1457,2024-05-08,Present
21042,1457,2024-05-09,Present
21043,1457,2024-05-10,Absent
21044,1457,2024-05-13,Present
21045,1457,2024-05-14,Absent
21046,1457,2024-05-15,Present
21047,1457,2024-05-16,Present
21048,1457,2024-05-17,Absent
21049,1457,2024-05-20,Absent
21050,1457,2024-05-21,Absent
21051,1457,2024-05-22,Absent
21052,1457,2024-05-23,Present
21053,1457,2024-05-24,Present
21054,1457,2024-05-27,Present
21055,1457,2024-05-28,Present
21056,1457,2024-05-29,Absent
21057,1457,2024-05-30,Present
21058,1457,2024-05-31,Present
21059,1457,2024-06-03,Present
21060,1457,2024-06-04,Present
21061,1002,2024-03-06,Present
21062,1002,2024-03-07,Present
21063,1002,2024-03-08,Present
21064,1002,2024-03-11,Present
21065,1002,2024-03-12,Present
21066,1002,2024-03-13,Present
21067,1002,2024-03-14,Present
21068,1002,2024-03-15,Absent
21069,1002,2024-03-18,Present
21070,1002,2024-03-19,Present
21071,1002,2024-03-20,Present
21072,1002,2024-03-21,Present
21073,1002,2024-03-22,Present
21074,1002,2024-03-25,Absent
21075,1002,2024-03-26,Present
21076,1002,2024-03-27,Absent
21077,1002,2024-03-28,Present
21078,1002,2024-03-29,Present
21079,1002,2024-04-01,Absent
21080,1002,2024-04-02,Present
21081,1002,2024-04-03,Present
21082,1002,2024-04-04,Present
21083,1002,2024-04-05,Absent
21084,1002,2024-04-08,Present
21085,1002,2024-04-09,Present
21086,1002,2024-04-10,Present
21087,1002,2024-04-11,Absent
21088,1002,2024-04-12,Present
21089,1002,2024-04-15,Absent
21090,1002,2024-04-16,Absent
21091,1002,2024-04-17,Present
21092,1002,2024-04-18,Absent
21093,1002,2024-04-19,Present
21094,1002,2024-04-22,Present
21095,1002,2024-04-23,Present
21096,1002,2024-04-24,Present
21097,1002,2024-04-25,Absent
21098,1002,2024-04-26,Absent
21099,1002,2024-04-29,Present
21100,1002,2024-04-30,Absent
21101,1002,2024-05-01,Present
21102,1002,2024-05-02,Present
21103,1002,2024-05-03,Present
21104,1002,2024-05-06,Present
21105,1002,2024-05-07,Absent
21106,1002,2024-05-08,Present
21107,1002,2024-05-09,Absent
21108,1002,2024-05-10,Present
21109,1002,2024-05-13,Present
21110,1002,2024-05-14,Absent
21111,1002,2024-05-15,Present
21112,1002,2024-05-16,Present
21113,1002,2024-05-17,Present
21114,1002,2024-05-20,Present
21115,1002,2024-05-21,Present
21116,1002,2024-05-22,Present
21117,1002,2024-05-23,Present
21118,1002,2024-05-24,Present
21119,1002,2024-05-27,Present
21120,1002,2024-05-28,Present
21121,1002,2024-05-29,Present
21122,1002,2024-05-30,Present
21123,1002,2024-05-31,Present
21124,1002,2024-06-03,Present
21125,1002,2024-06-04,Present
21126,1313,2024-03-06,Present
21127,1313,2024-03-07,Present
21128,1313,2024-03-08,Present
21129,1313,2024-03-11,Present
21130,1313,2024-03-12,Present
21131,1313,2024-03-13,Absent
21132,1313,2024-03-14,Present
21133,1313,2024-03-15,Present
21134,1313,2024-03-18,Present
21135,1313,2024-03-19,Present
21136,1313,2024-03-20,Present
21137,1313,2024-03-21,Present
21138,1313,2024-03-22,Absent
21139,1313,2024-03-25,Present
21140,1313,2024-03-26,Present
21141,1313,2024-03-27,Present
21142,1313,2024-03-28,Present
21143,1313,2024-03-29,Present
21144,1313,2024-04-01,Present
21145,1313,2024-04-02,Absent
21146,1313,2024-04-03,Present
21147,1313,2024-04-04,Present
21148,1313,2024-04-05,Present
21149,1313,2024-04-08,Present
21150,1313,2024-04-09,Present
21151,1313,2024-04-10,Absent
21152,1313,2024-04-11,Present
21153,1313,2024-04-12,Present
21154,1313,2024-04-15,Present
21155,1313,2024-04-16,Absent
21156,1313,2024-04-17,Present
21157,1313,2024-04-18,Present
21158,1313,2024-04-19,Present
21159,1313,2024-04-22,Present
21160,1313,2024-04-23,Present
21161,1313,2024-04-24,Present
21162,1313,2024-04-25,Present
21163,1313,2024-04-26,Present
21164,1313,2024-04-29,Present
21165,1313,2024-04-30,Absent
21166,1313,2024-05-01,Present
21167,1313,2024-05-02,Present
21168,1313,2024-05-03,Present
21169,1313,2024-05-06,Present
21170,1313,2024-05-07,Present
21171,1313,2024-05-08,Absent
21172,1313,2024-05-09,Present
21173,1313,2024-05-10,Present
21174,1313,2024-05-13,Absent
21175,1313,2024-05-14,Present
21176,1313,2024-05-15,Present
21177,1313,2024-05-16,Present
21178,1313,2024-05-17,Present
21179,1313,2024-05-20,Present
21180,1313,2024-05-21,Absent
21181,1313,2024-05-22,Present
21182,1313,2024-05-23,Present
21183,1313,2024-05-24,Present
21184,1313,2024-05-27,Present
21185,1313,2024-05-28,Present
21186,1313,2024-05-29,Present
21187,1313,2024-05-30,Present
21188,1313,2024-05-31,Absent
21189,1313,2024-06-03,Absent
21190,1313,2024-06-04,Present
21191,1507,2024-03-06,Present
21192,1507,2024-03-07,Present
21193,1507,2024-03-08,Present
21194,1507,2024-03-11,Present
21195,1507,2024-03-12,Absent
21196,1507,2024-03-13,Present
21197,1507,2024-03-14,Absent
21198,1507,2024-03-15,Present
21199,1507,2024-03-18,Present
21200,1507,2024-03-19,Present
21201,1507,2024-03-20,Present
21202,1507,2024-03-21,Present
21203,1507,2024-03-22,Present
21204,1507,2024-03-25,Absent
21205,1507,2024-03-26,Present
21206,1507,2024-03-27,Present
21207,1507,2024-03-28,Absent
21208,1507,2024-03-29,Absent
21209,1507,2024-04-01,Present
21210,1507,2024-04-02,Absent
21211,1507,2024-04-03,Present
21212,1507,2024-04-04,Present
21213,1507,2024-04-05,Absent
21214,1507,2024-04-08,Present
21215,1507,2024-04-09,Present
21216,1507,2024-04-10,Present
21217,1507,2024-04-11,Present
21218,1507,2024-04-12,Present
21219,1507,2024-04-15,Present
21220,1507,2024-04-16,Present
21221,1507,2024-04-17,Present
21222,1507,2024-04-18,Absent
21223,1507,2024-04-19,Absent
21224,1507,2024-04-22,Absent
21225,1507,2024-04-23,Absent
21226,1507,2024-04-24,Present
21227,1507,2024-04-25,Present
21228,1507,2024-04-26,Present
21229,1507,2024-04-29,Present
21230,1507,2024-04-30,Present
21231,1507,2024-05-01,Present
21232,1507,2024-05-02,Present
21233,1507,2024-05-03,Absent
21234,1507,2024-05-06,Present
21235,1507,2024-05-07,Present
21236,1507,2024-05-08,Present
21237,1507,2024-05-09,Present
21238,1507,2024-05-10,Absent
21239,1507,2024-05-13,Absent
21240,1507,2024-05-14,Present
21241,1507,2024-05-15,Present
21242,1507,2024-05-16,Present
21243,1507,2024-05-17,Present
21244,1507,2024-05-20,Present
21245,1507,2024-05-21,Present
21246,1507,2024-05-22,Absent
21247,1507,2024-05-23,Absent
21248,1507,2024-05-24,Present
21249,1507,2024-05-27,Absent
21250,1507,2024-05-28,Present
21251,1507,2024-05-29,Present
21252,1507,2024-05-30,Present
21253,1507,2024-05-31,Present
21254,1507,2024-06-03,Absent
21255,1507,2024-06-04,Present
21256,1095,2024-03-06,Present
21257,1095,2024-03-07,Present
21258,1095,2024-03-08,Present
21259,1095,2024-03-11,Present
21260,1095,2024-03-12,Absent
21261,1095,2024-03-13,Absent
21262,1095,2024-03-14,Present
21263,1095,2024-03-15,Present
21264,1095,2024-03-18,Absent
21265,1095,2024-03-19,Present
21266,1095,2024-03-20,Present
21267,1095,2024-03-21,Present
21268,1095,2024-03-22,Present
21269,1095,2024-03-25,Absent
21270,1095,2024-03-26,Present
21271,1095,2024-03-27,Present
21272,1095,2024-03-28,Present
21273,1095,2024-03-29,Present
21274,1095,2024-04-01,Absent
21275,1095,2024-04-02,Present
21276,1095,2024-04-03,Present
21277,1095,2024-04-04,Present
21278,1095,2024-04-05,Present
21279,1095,2024-04-08,Present
21280,1095,2024-04-09,Present
21281,1095,2024-04-10,Present
21282,1095,2024-04-11,Present
21283,1095,2024-04-12,Present
21284,1095,2024-04-15,Present
21285,1095,2024-04-16,Present
21286,1095,2024-04-17,Absent
21287,1095,2024-04-18,Absent
21288,1095,2024-04-19,Present
21289,1095,2024-04-22,Present
21290,1095,2024-04-23,Present
21291,1095,2024-04-24,Present
21292,1095,2024-04-25,Present
21293,1095,2024-04-26,Absent
21294,1095,2024-04-29,Present
21295,1095,2024-04-30,Present
21296,1095,2024-05-01,Present
21297,1095,2024-05-02,Present
21298,1095,2024-05-03,Absent
21299,1095,2024-05-06,Present
21300,1095,2024-05-07,Present
21301,1095,2024-05-08,Absent
21302,1095,2024-05-09,Present
21303,1095,2024-05-10,Present
21304,1095,2024-05-13,Present
21305,1095,2024-05-14,Present
21306,1095,2024-05-15,Present
21307,1095,2024-05-16,Present
21308,1095,2024-05-17,Present
21309,1095,2024-05-20,Present
21310,1095,2024-05-21,Present
21311,1095,2024-05-22,Present
21312,1095,2024-05-23,Present
21313,1095,2024-05-24,Present
21314,1095,2024-05-27,Present
21315,1095,2024-05-28,Present
21316,1095,2024-05-29,Present
21317,1095,2024-05-30,Present
21318,1095,2024-05-31,Present
21319,1095,2024-06-03,Present
21320,1095,2024-06-04,Present
21321,1499,2024-03-06,Present
21322,1499,2024-03-07,Present
21323,1499,2024-03-08,Absent
21324,1499,2024-03-11,Present
21325,1499,2024-03-12,Present
21326,1499,2024-03-13,Present
21327,1499,2024-03-14,Present
21328,1499,2024-03-15,Present
21329,1499,2024-03-18,Absent
21330,1499,2024-03-19,Present
21331,1499,2024-03-20,Absent
21332,1499,2024-03-21,Absent
21333,1499,2024-03-22,Present
21334,1499,2024-03-25,Absent
21335,1499,2024-03-26,Present
21336,1499,2024-03-27,Present
21337,1499,2024-03-28,Present
21338,1499,2024-03-29,Present
21339,1499,2024-04-01,Present
21340,1499,2024-04-02,Present
21341,1499,2024-04-03,Present
21342,1499,2024-04-04,Present
21343,1499,2024-04-05,Present
21344,1499,2024-04-08,Present
21345,1499,2024-04-09,Present
21346,1499,2024-04-10,Present
21347,1499,2024-04-11,Absent
21348,1499,2024-04-12,Absent
21349,1499,2024-04-15,Present
21350,1499,2024-04-16,Present
21351,1499,2024-04-17,Present
21352,1499,2024-04-18,Present
21353,1499,2024-04-19,Present
21354,1499,2024-04-22,Present
21355,1499,2024-04-23,Absent
21356,1499,2024-04-24,Present
21357,1499,2024-04-25,Present
21358,1499,2024-04-26,Present
21359,1499,2024-04-29,Present
21360,1499,2024-04-30,Present
21361,1499,2024-05-01,Absent
21362,1499,2024-05-02,Present
21363,1499,2024-05-03,Absent
21364,1499,2024-05-06,Absent
21365,1499,2024-05-07,Absent
21366,1499,2024-05-08,Present
21367,1499,2024-05-09,Present
21368,1499,2024-05-10,Present
21369,1499,2024-05-13,Present
21370,1499,2024-05-14,Present
21371,1499,2024-05-15,Present
21372,1499,2024-05-16,Present
21373,1499,2024-05-17,Absent
21374,1499,2024-05-20,Present
21375,1499,2024-05-21,Absent
21376,1499,2024-05-22,Present
21377,1499,2024-05-23,Absent
21378,1499,2024-05-24,Present
21379,1499,2024-05-27,Present
21380,1499,2024-05-28,Absent
21381,1499,2024-05-29,Absent
21382,1499,2024-05-30,Present
21383,1499,2024-05-31,Absent
21384,1499,2024-06-03,Present
21385,1499,2024-06-04,Present
21386,1326,2024-03-06,Present
21387,1326,2024-03-07,Absent
21388,1326,2024-03-08,Absent
21389,1326,2024-03-11,Present
21390,1326,2024-03-12,Present
21391,1326,2024-03-13,Present
21392,1326,2024-03-14,Absent
21393,1326,2024-03-15,Present
21394,1326,2024-03-18,Present
21395,1326,2024-03-19,Absent
21396,1326,2024-03-20,Present
21397,1326,2024-03-21,Present
21398,1326,2024-03-22,Present
21399,1326,2024-03-25,Absent
21400,1326,2024-03-26,Absent
21401,1326,2024-03-27,Present
21402,1326,2024-03-28,Present
21403,1326,2024-03-29,Present
21404,1326,2024-04-01,Present
21405,1326,2024-04-02,Absent
21406,1326,2024-04-03,Present
21407,1326,2024-04-04,Absent
21408,1326,2024-04-05,Present
21409,1326,2024-04-08,Present
21410,1326,2024-04-09,Present
21411,1326,2024-04-10,Present
21412,1326,2024-04-11,Present
21413,1326,2024-04-12,Present
21414,1326,2024-04-15,Present
21415,1326,2024-04-16,Present
21416,1326,2024-04-17,Present
21417,1326,2024-04-18,Present
21418,1326,2024-04-19,Present
21419,1326,2024-04-22,Absent
21420,1326,2024-04-23,Present
21421,1326,2024-04-24,Present
21422,1326,2024-04-25,Present
21423,1326,2024-04-26,Present
21424,1326,2024-04-29,Present
21425,1326,2024-04-30,Absent
21426,1326,2024-05-01,Present
21427,1326,2024-05-02,Absent
21428,1326,2024-05-03,Present
21429,1326,2024-05-06,Present
21430,1326,2024-05-07,Present
21431,1326,2024-05-08,Present
21432,1326,2024-05-09,Present
21433,1326,2024-05-10,Absent
21434,1326,2024-05-13,Present
21435,1326,2024-05-14,Present
21436,1326,2024-05-15,Present
21437,1326,2024-05-16,Present
21438,1326,2024-05-17,Present
21439,1326,2024-05-20,Present
21440,1326,2024-05-21,Absent
21441,1326,2024-05-22,Present
21442,1326,2024-05-23,Present
21443,1326,2024-05-24,Present
21444,1326,2024-05-27,Absent
21445,1326,2024-05-28,Present
21446,1326,2024-05-29,Present
21447,1326,2024-05-30,Present
21448,1326,2024-05-31,Present
21449,1326,2024-06-03,Present
21450,1326,2024-06-04,Present
21451,1129,2024-03-06,Present
21452,1129,2024-03-07,Present
21453,1129,2024-03-08,Present
21454,1129,2024-03-11,Present
21455,1129,2024-03-12,Present
21456,1129,2024-03-13,Present
21457,1129,2024-03-14,Present
21458,1129,2024-03-15,Present
21459,1129,2024-03-18,Absent
21460,1129,2024-03-19,Present
21461,1129,2024-03-20,Present
21462,1129,2024-03-21,Present
21463,1129,2024-03-22,Absent
21464,1129,2024-03-25,Present
21465,1129,2024-03-26,Present
21466,1129,2024-03-27,Absent
21467,1129,2024-03-28,Absent
21468,1129,2024-03-29,Absent
21469,1129,2024-04-01,Present
21470,1129,2024-04-02,Present
21471,1129,2024-04-03,Present
21472,1129,2024-04-04,Present
21473,1129,2024-04-05,Absent
21474,1129,2024-04-08,Present
21475,1129,2024-04-09,Present
21476,1129,2024-04-10,Present
21477,1129,2024-04-11,Present
21478,1129,2024-04-12,Present
21479,1129,2024-04-15,Present
21480,1129,2024-04-16,Present
21481,1129,2024-04-17,Present
21482,1129,2024-04-18,Present
21483,1129,2024-04-19,Present
21484,1129,2024-04-22,Present
21485,1129,2024-04-23,Present
21486,1129,2024-04-24,Present
21487,1129,2024-04-25,Present
21488,1129,2024-04-26,Absent
21489,1129,2024-04-29,Present
21490,1129,2024-04-30,Present
21491,1129,2024-05-01,Present
21492,1129,2024-05-02,Absent
21493,1129,2024-05-03,Present
21494,1129,2024-05-06,Present
21495,1129,2024-05-07,Present
21496,1129,2024-05-08,Present
21497,1129,2024-05-09,Absent
21498,1129,2024-05-10,Present
21499,1129,2024-05-13,Present
21500,1129,2024-05-14,Present
21501,1129,2024-05-15,Present
21502,1129,2024-05-16,Present
21503,1129,2024-05-17,Present
21504,1129,2024-05-20,Present
21505,1129,2024-05-21,Present
21506,1129,2024-05-22,Present
21507,1129,2024-05-23,Absent
21508,1129,2024-05-24,Present
21509,1129,2024-05-27,Present
21510,1129,2024-05-28,Present
21511,1129,2024-05-29,Present
21512,1129,2024-05-30,Present
21513,1129,2024-05-31,Absent
21514,1129,2024-06-03,Absent
21515,1129,2024-06-04,Present
21516,1299,2024-03-06,Present
21517,1299,2024-03-07,Present
21518,1299,2024-03-08,Present
21519,1299,2024-03-11,Present
21520,1299,2024-03-12,Present
21521,1299,2024-03-13,Present
21522,1299,2024-03-14,Present
21523,1299,2024-03-15,Present
21524,1299,2024-03-18,Present
21525,1299,2024-03-19,Present
21526,1299,2024-03-20,Present
21527,1299,2024-03-21,Present
21528,1299,2024-03-22,Present
21529,1299,2024-03-25,Present
21530,1299,2024-03-26,Present
21531,1299,2024-03-27,Present
21532,1299,2024-03-28,Absent
21533,1299,2024-03-29,Absent
