grade_id,student_id,subject_id,first_test,second_test,exam,total_score,grade,academic_year,term,created_at
3299,1326,19,13,15,26,54,C,2024,First Term,2024-10-08 16:49:58
3300,1326,20,0,1,37,38,F,2024,First Term,2024-10-08 16:49:58
3301,1129,1,0,0,21,21,F,2024,First Term,2024-10-08 16:49:58
3302,1129,2,14,14,17,45,D,2024,First Term,2024-10-08 16:49:58
3303,1129,3,4,4,9,17,F,2024,First Term,2024-10-08 16:49:58
3304,1129,4,5,0,3,8,F,2024,First Term,2024-10-08 16:49:58
3305,1129,5,15,14,52,81,A,2024,First Term,2024-10-08 16:49:58
3306,1129,6,4,4,17,25,F,2024,First Term,2024-10-08 16:49:58
3307,1129,7,5,0,5,10,F,2024,First Term,2024-10-08 16:49:58
3308,1129,8,13,11,45,69,B,2024,First Term,2024-10-08 16:49:58
3309,1129,9,3,1,14,18,F,2024,First Term,2024-10-08 16:49:58
3310,1129,10,15,10,46,71,A,2024,First Term,2024-10-08 16:49:58
3311,1299,1,5,2,13,20,F,2024,First Term,2024-10-08 16:49:58
3312,1299,2,4,0,2,6,F,2024,First Term,2024-10-08 16:49:58
3313,1299,3,13,10,66,89,A,2024,First Term,2024-10-08 16:49:58
3314,1299,4,15,13,33,61,B,2024,First Term,2024-10-08 16:49:58
3315,1299,5,3,2,6,11,F,2024,First Term,2024-10-08 16:49:58
3316,1299,6,15,15,22,52,C,2024,First Term,2024-10-08 16:49:58
3317,1299,7,4,4,3,11,F,2024,First Term,2024-10-08 16:49:58
3318,1299,8,12,15,47,74,A,2024,First Term,2024-10-08 16:49:58
3319,1299,9,3,2,34,39,F,2024,First Term,2024-10-08 16:49:58
3320,1299,10,1,2,6,9,F,2024,First Term,2024-10-08 16:49:58
3321,1454,11,13,13,67,93,A,2024,First Term,2024-10-08 16:49:58
3322,1454,12,3,3,34,40,D,2024,First Term,2024-10-08 16:49:58
3323,1454,13,11,15,23,49,D,2024,First Term,2024-10-08 16:49:58
3324,1454,14,14,10,59,83,A,2024,First Term,2024-10-08 16:49:58
3325,1454,15,14,15,33,62,B,2024,First Term,2024-10-08 16:49:58
3326,1454,16,0,4,37,41,D,2024,First Term,2024-10-08 16:49:58
3327,1454,17,4,3,16,23,F,2024,First Term,2024-10-08 16:49:58
3328,1454,18,3,5,7,15,F,2024,First Term,2024-10-08 16:49:58
3329,1454,19,4,3,35,42,D,2024,First Term,2024-10-08 16:49:58
3330,1454,20,14,14,67,95,A,2024,First Term,2024-10-08 16:49:58
3331,1527,11,3,1,20,24,F,2024,First Term,2024-10-08 16:49:58
3332,1527,12,1,4,22,27,F,2024,First Term,2024-10-08 16:49:58
3333,1527,13,13,14,56,83,A,2024,First Term,2024-10-08 16:49:58
3334,1527,14,12,10,40,62,B,2024,First Term,2024-10-08 16:49:58
3335,1527,15,0,0,25,25,F,2024,First Term,2024-10-08 16:49:58
3336,1527,16,5,1,13,19,F,2024,First Term,2024-10-08 16:49:58
3337,1527,17,4,2,15,21,F,2024,First Term,2024-10-08 16:49:58
3338,1527,18,4,0,29,33,F,2024,First Term,2024-10-08 16:49:58
3339,1527,19,14,10,66,90,A,2024,First Term,2024-10-08 16:49:58
3340,1527,20,4,2,32,38,F,2024,First Term,2024-10-08 16:49:58
3341,1200,1,1,3,14,18,F,2024,First Term,2024-10-08 16:49:58
3342,1200,2,1,0,6,7,F,2024,First Term,2024-10-08 16:49:58
3343,1200,3,3,1,28,32,F,2024,First Term,2024-10-08 16:49:58
3344,1200,4,2,5,21,28,F,2024,First Term,2024-10-08 16:49:58
3345,1200,5,3,4,23,30,F,2024,First Term,2024-10-08 16:49:58
3346,1200,6,3,2,27,32,F,2024,First Term,2024-10-08 16:49:58
3347,1200,7,1,4,17,22,F,2024,First Term,2024-10-08 16:49:58
3348,1200,8,4,3,24,31,F,2024,First Term,2024-10-08 16:49:58
3349,1200,9,0,2,19,21,F,2024,First Term,2024-10-08 16:49:58
3350,1200,10,13,14,68,95,A,2024,First Term,2024-10-08 16:49:58
3351,1052,1,1,5,4,10,F,2024,First Term,2024-10-08 16:49:58
3352,1052,2,0,5,8,13,F,2024,First Term,2024-10-08 16:49:58
3353,1052,3,1,2,23,26,F,2024,First Term,2024-10-08 16:49:58
3354,1052,4,13,11,32,56,C,2024,First Term,2024-10-08 16:49:58
3355,1052,5,2,4,40,46,D,2024,First Term,2024-10-08 16:49:58
3356,1052,6,13,13,17,43,D,2024,First Term,2024-10-08 16:49:58
3357,1052,7,5,0,8,13,F,2024,First Term,2024-10-08 16:49:58
3358,1052,8,14,11,62,87,A,2024,First Term,2024-10-08 16:49:58
3359,1052,9,12,14,54,80,A,2024,First Term,2024-10-08 16:49:58
3360,1052,10,14,13,50,77,A,2024,First Term,2024-10-08 16:49:58
3361,1045,1,0,2,15,17,F,2024,First Term,2024-10-08 16:49:58
3362,1045,2,4,4,29,37,F,2024,First Term,2024-10-08 16:49:58
3363,1045,3,3,2,13,18,F,2024,First Term,2024-10-08 16:49:58
3364,1045,4,2,5,20,27,F,2024,First Term,2024-10-08 16:49:58
3365,1045,5,1,5,9,15,F,2024,First Term,2024-10-08 16:49:58
3366,1045,6,15,13,64,92,A,2024,First Term,2024-10-08 16:49:58
3367,1045,7,0,1,16,17,F,2024,First Term,2024-10-08 16:49:58
3368,1045,8,3,1,29,33,F,2024,First Term,2024-10-08 16:49:58
3369,1045,9,10,12,52,74,A,2024,First Term,2024-10-08 16:49:58
3370,1045,10,12,12,50,74,A,2024,First Term,2024-10-08 16:49:58
3371,1564,11,5,5,37,47,D,2024,First Term,2024-10-08 16:49:58
3372,1564,12,10,11,53,74,A,2024,First Term,2024-10-08 16:49:58
3373,1564,13,5,3,18,26,F,2024,First Term,2024-10-08 16:49:58
3374,1564,14,4,3,25,32,F,2024,First Term,2024-10-08 16:49:58
3375,1564,15,1,0,1,2,F,2024,First Term,2024-10-08 16:49:58
3376,1564,16,5,4,11,20,F,2024,First Term,2024-10-08 16:49:58
3377,1564,17,10,15,29,54,C,2024,First Term,2024-10-08 16:49:58
3378,1564,18,4,3,22,29,F,2024,First Term,2024-10-08 16:49:58
3379,1564,19,12,12,60,84,A,2024,First Term,2024-10-08 16:49:58
3380,1564,20,3,4,5,12,F,2024,First Term,2024-10-08 16:49:58
3381,1090,1,3,1,24,28,F,2024,First Term,2024-10-08 16:49:58
3382,1090,2,4,0,30,34,F,2024,First Term,2024-10-08 16:49:58
3383,1090,3,0,4,16,20,F,2024,First Term,2024-10-08 16:49:58
3384,1090,4,12,14,68,94,A,2024,First Term,2024-10-08 16:49:58
3385,1090,5,4,1,32,37,F,2024,First Term,2024-10-08 16:49:58
3386,1090,6,13,10,41,64,B,2024,First Term,2024-10-08 16:49:58
3387,1090,7,4,1,15,20,F,2024,First Term,2024-10-08 16:49:58
3388,1090,8,11,15,59,85,A,2024,First Term,2024-10-08 16:49:58
3389,1090,9,1,5,10,16,F,2024,First Term,2024-10-08 16:49:58
3390,1090,10,2,5,37,44,D,2024,First Term,2024-10-08 16:49:58
3391,1572,11,5,2,29,36,F,2024,First Term,2024-10-08 16:49:58
3392,1572,12,2,5,25,32,F,2024,First Term,2024-10-08 16:49:58
3393,1572,13,14,12,21,47,D,2024,First Term,2024-10-08 16:49:58
3394,1572,14,13,14,30,57,C,2024,First Term,2024-10-08 16:49:58
3395,1572,15,4,3,18,25,F,2024,First Term,2024-10-08 16:49:58
3396,1572,16,0,4,6,10,F,2024,First Term,2024-10-08 16:49:58
3397,1572,17,3,2,0,5,F,2024,First Term,2024-10-08 16:49:58
3398,1572,18,2,4,33,39,F,2024,First Term,2024-10-08 16:49:58
3399,1572,19,11,14,23,48,D,2024,First Term,2024-10-08 16:49:58
3400,1572,20,13,10,57,80,A,2024,First Term,2024-10-08 16:49:58
3401,1530,11,2,2,24,28,F,2024,First Term,2024-10-08 16:49:58
3402,1530,12,5,4,11,20,F,2024,First Term,2024-10-08 16:49:58
3403,1530,13,0,3,10,13,F,2024,First Term,2024-10-08 16:49:58
3404,1530,14,1,4,22,27,F,2024,First Term,2024-10-08 16:49:58
3405,1530,15,15,12,41,68,B,2024,First Term,2024-10-08 16:49:58
3406,1530,16,1,2,18,21,F,2024,First Term,2024-10-08 16:49:58
3407,1530,17,4,1,33,38,F,2024,First Term,2024-10-08 16:49:58
3408,1530,18,10,15,47,72,A,2024,First Term,2024-10-08 16:49:58
3409,1530,19,1,4,39,44,D,2024,First Term,2024-10-08 16:49:58
3410,1530,20,4,4,27,35,F,2024,First Term,2024-10-08 16:49:58
3411,1570,11,11,14,41,66,B,2024,First Term,2024-10-08 16:49:58
3412,1570,12,14,12,31,57,C,2024,First Term,2024-10-08 16:49:58
3413,1570,13,0,3,7,10,F,2024,First Term,2024-10-08 16:49:58
3414,1570,14,5,3,16,24,F,2024,First Term,2024-10-08 16:49:58
3415,1570,15,10,15,62,87,A,2024,First Term,2024-10-08 16:49:58
3416,1570,16,2,4,14,20,F,2024,First Term,2024-10-08 16:49:59
3417,1570,17,1,0,6,7,F,2024,First Term,2024-10-08 16:49:59
3418,1570,18,10,13,44,67,B,2024,First Term,2024-10-08 16:49:59
3419,1570,19,15,12,39,66,B,2024,First Term,2024-10-08 16:49:59
3420,1570,20,2,2,1,5,F,2024,First Term,2024-10-08 16:49:59
3421,1159,1,3,5,30,38,F,2024,First Term,2024-10-08 16:49:59
3422,1159,2,11,10,77,98,A,2024,First Term,2024-10-08 16:49:59
3423,1159,3,3,5,18,26,F,2024,First Term,2024-10-08 16:49:59
3424,1159,4,0,0,33,33,F,2024,First Term,2024-10-08 16:49:59
3425,1159,5,2,2,33,37,F,2024,First Term,2024-10-08 16:49:59
3426,1159,6,3,0,1,4,F,2024,First Term,2024-10-08 16:49:59
3427,1159,7,0,2,36,38,F,2024,First Term,2024-10-08 16:49:59
3428,1159,8,14,10,45,69,B,2024,First Term,2024-10-08 16:49:59
3429,1159,9,5,1,26,32,F,2024,First Term,2024-10-08 16:49:59
3430,1159,10,2,5,27,34,F,2024,First Term,2024-10-08 16:49:59
3431,1503,11,4,5,31,40,D,2024,First Term,2024-10-08 16:49:59
3432,1503,12,4,3,28,35,F,2024,First Term,2024-10-08 16:49:59
3433,1503,13,3,1,13,17,F,2024,First Term,2024-10-08 16:49:59
3434,1503,14,5,2,14,21,F,2024,First Term,2024-10-08 16:49:59
3435,1503,15,4,0,37,41,D,2024,First Term,2024-10-08 16:49:59
3436,1503,16,10,15,50,75,A,2024,First Term,2024-10-08 16:49:59
3437,1503,17,0,3,35,38,F,2024,First Term,2024-10-08 16:49:59
3438,1503,18,4,3,23,30,F,2024,First Term,2024-10-08 16:49:59
3439,1503,19,4,4,3,11,F,2024,First Term,2024-10-08 16:49:59
3440,1503,20,4,4,6,14,F,2024,First Term,2024-10-08 16:49:59
3441,1027,1,3,5,31,39,F,2024,First Term,2024-10-08 16:49:59
3442,1027,2,0,0,10,10,F,2024,First Term,2024-10-08 16:49:59
3443,1027,3,15,13,67,95,A,2024,First Term,2024-10-08 16:49:59
3444,1027,4,11,12,51,74,A,2024,First Term,2024-10-08 16:49:59
3445,1027,5,2,0,6,8,F,2024,First Term,2024-10-08 16:49:59
3446,1027,6,4,4,16,24,F,2024,First Term,2024-10-08 16:49:59
3447,1027,7,5,4,39,48,D,2024,First Term,2024-10-08 16:49:59
3448,1027,8,15,10,67,92,A,2024,First Term,2024-10-08 16:49:59
3449,1027,9,3,0,12,15,F,2024,First Term,2024-10-08 16:49:59
3450,1027,10,14,14,41,69,B,2024,First Term,2024-10-08 16:49:59
3451,1212,1,5,2,27,34,F,2024,First Term,2024-10-08 16:49:59
3452,1212,2,1,4,10,15,F,2024,First Term,2024-10-08 16:49:59
3453,1212,3,1,2,14,17,F,2024,First Term,2024-10-08 16:49:59
3454,1212,4,15,11,42,68,B,2024,First Term,2024-10-08 16:49:59
3455,1212,5,3,2,7,12,F,2024,First Term,2024-10-08 16:49:59
3456,1212,6,3,4,4,11,F,2024,First Term,2024-10-08 16:49:59
3457,1212,7,0,3,15,18,F,2024,First Term,2024-10-08 16:49:59
3458,1212,8,5,4,14,23,F,2024,First Term,2024-10-08 16:49:59
3459,1212,9,11,10,40,61,B,2024,First Term,2024-10-08 16:49:59
3460,1212,10,12,10,47,69,B,2024,First Term,2024-10-08 16:49:59
3461,1044,1,13,10,18,41,D,2024,First Term,2024-10-08 16:49:59
3462,1044,2,3,1,39,43,D,2024,First Term,2024-10-08 16:49:59
3463,1044,3,5,3,2,10,F,2024,First Term,2024-10-08 16:49:59
3464,1044,4,5,2,2,9,F,2024,First Term,2024-10-08 16:49:59
3465,1044,5,1,5,7,13,F,2024,First Term,2024-10-08 16:49:59
3466,1044,6,4,4,9,17,F,2024,First Term,2024-10-08 16:49:59
3467,1044,7,4,4,2,10,F,2024,First Term,2024-10-08 16:49:59
3468,1044,8,3,3,39,45,D,2024,First Term,2024-10-08 16:49:59
3469,1044,9,14,11,56,81,A,2024,First Term,2024-10-08 16:49:59
3470,1044,10,3,0,0,3,F,2024,First Term,2024-10-08 16:49:59
3471,1544,11,1,1,37,39,F,2024,First Term,2024-10-08 16:49:59
3472,1544,12,3,4,27,34,F,2024,First Term,2024-10-08 16:49:59
3473,1544,13,10,12,63,85,A,2024,First Term,2024-10-08 16:49:59
3474,1544,14,12,12,61,85,A,2024,First Term,2024-10-08 16:49:59
3475,1544,15,4,1,16,21,F,2024,First Term,2024-10-08 16:49:59
3476,1544,16,2,3,4,9,F,2024,First Term,2024-10-08 16:49:59
3477,1544,17,5,5,9,19,F,2024,First Term,2024-10-08 16:49:59
3478,1544,18,3,2,0,5,F,2024,First Term,2024-10-08 16:49:59
3479,1544,19,3,2,37,42,D,2024,First Term,2024-10-08 16:49:59
3480,1544,20,5,4,40,49,D,2024,First Term,2024-10-08 16:49:59
3481,1237,1,0,2,2,4,F,2024,First Term,2024-10-08 16:49:59
3482,1237,2,14,13,49,76,A,2024,First Term,2024-10-08 16:49:59
3483,1237,3,13,14,53,80,A,2024,First Term,2024-10-08 16:49:59
3484,1237,4,0,0,1,1,F,2024,First Term,2024-10-08 16:49:59
3485,1237,5,10,12,46,68,B,2024,First Term,2024-10-08 16:49:59
3486,1237,6,1,2,13,16,F,2024,First Term,2024-10-08 16:49:59
3487,1237,7,12,13,52,77,A,2024,First Term,2024-10-08 16:49:59
3488,1237,8,2,1,11,14,F,2024,First Term,2024-10-08 16:49:59
3489,1237,9,12,11,63,86,A,2024,First Term,2024-10-08 16:49:59
3490,1237,10,2,1,36,39,F,2024,First Term,2024-10-08 16:49:59
3491,1448,11,5,0,32,37,F,2024,First Term,2024-10-08 16:49:59
3492,1448,12,14,13,13,40,D,2024,First Term,2024-10-08 16:49:59
3493,1448,13,2,5,10,17,F,2024,First Term,2024-10-08 16:49:59
3494,1448,14,12,13,21,46,D,2024,First Term,2024-10-08 16:49:59
3495,1448,15,5,5,17,27,F,2024,First Term,2024-10-08 16:49:59
3496,1448,16,2,4,36,42,D,2024,First Term,2024-10-08 16:49:59
3497,1448,17,3,0,19,22,F,2024,First Term,2024-10-08 16:49:59
3498,1448,18,3,2,21,26,F,2024,First Term,2024-10-08 16:49:59
3499,1448,19,0,4,10,14,F,2024,First Term,2024-10-08 16:49:59
3500,1448,20,3,1,13,17,F,2024,First Term,2024-10-08 16:49:59
3501,1559,11,2,4,29,35,F,2024,First Term,2024-10-08 16:49:59
3502,1559,12,1,0,25,26,F,2024,First Term,2024-10-08 16:49:59
3503,1559,13,1,3,17,21,F,2024,First Term,2024-10-08 16:49:59
3504,1559,14,15,13,55,83,A,2024,First Term,2024-10-08 16:49:59
3505,1559,15,15,11,51,77,A,2024,First Term,2024-10-08 16:49:59
3506,1559,16,3,2,19,24,F,2024,First Term,2024-10-08 16:49:59
3507,1559,17,4,3,23,30,F,2024,First Term,2024-10-08 16:49:59
3508,1559,18,4,4,36,44,D,2024,First Term,2024-10-08 16:49:59
3509,1559,19,5,3,36,44,D,2024,First Term,2024-10-08 16:49:59
3510,1559,20,5,3,32,40,D,2024,First Term,2024-10-08 16:49:59
3511,1094,1,1,0,29,30,F,2024,First Term,2024-10-08 16:49:59
3512,1094,2,1,0,35,36,F,2024,First Term,2024-10-08 16:49:59
3513,1094,3,4,1,40,45,D,2024,First Term,2024-10-08 16:49:59
3514,1094,4,5,2,30,37,F,2024,First Term,2024-10-08 16:49:59
3515,1094,5,3,3,19,25,F,2024,First Term,2024-10-08 16:49:59
3516,1094,6,2,5,15,22,F,2024,First Term,2024-10-08 16:49:59
3517,1094,7,5,0,1,6,F,2024,First Term,2024-10-08 16:49:59
3518,1094,8,0,2,29,31,F,2024,First Term,2024-10-08 16:49:59
3519,1094,9,1,4,28,33,F,2024,First Term,2024-10-08 16:49:59
3520,1094,10,3,1,33,37,F,2024,First Term,2024-10-08 16:49:59
3521,1532,11,3,2,26,31,F,2024,First Term,2024-10-08 16:49:59
3522,1532,12,15,14,30,59,C,2024,First Term,2024-10-08 16:49:59
3523,1532,13,3,1,8,12,F,2024,First Term,2024-10-08 16:49:59
3524,1532,14,0,5,17,22,F,2024,First Term,2024-10-08 16:49:59
3525,1532,15,1,2,31,34,F,2024,First Term,2024-10-08 16:49:59
3526,1532,16,4,2,16,22,F,2024,First Term,2024-10-08 16:49:59
3527,1532,17,3,1,35,39,F,2024,First Term,2024-10-08 16:49:59
3528,1532,18,4,0,18,22,F,2024,First Term,2024-10-08 16:49:59
3529,1532,19,3,1,12,16,F,2024,First Term,2024-10-08 16:49:59
3530,1532,20,5,2,7,14,F,2024,First Term,2024-10-08 16:49:59
3531,1344,11,4,3,17,24,F,2024,First Term,2024-10-08 16:49:59
3532,1344,12,5,4,2,11,F,2024,First Term,2024-10-08 16:49:59
3533,1344,13,2,5,10,17,F,2024,First Term,2024-10-08 16:49:59
3534,1344,14,5,3,11,19,F,2024,First Term,2024-10-08 16:49:59
3535,1344,15,5,5,38,48,D,2024,First Term,2024-10-08 16:49:59
3536,1344,16,3,5,17,25,F,2024,First Term,2024-10-08 16:49:59
3537,1344,17,1,2,6,9,F,2024,First Term,2024-10-08 16:49:59
3538,1344,18,3,3,33,39,F,2024,First Term,2024-10-08 16:49:59
3539,1344,19,12,15,22,49,D,2024,First Term,2024-10-08 16:49:59
3540,1344,20,5,3,21,29,F,2024,First Term,2024-10-08 16:49:59
3541,1435,11,3,2,17,22,F,2024,First Term,2024-10-08 16:49:59
3542,1435,12,5,2,18,25,F,2024,First Term,2024-10-08 16:49:59
3543,1435,13,2,1,20,23,F,2024,First Term,2024-10-08 16:49:59
3544,1435,14,4,4,35,43,D,2024,First Term,2024-10-08 16:49:59
3545,1435,15,0,0,31,31,F,2024,First Term,2024-10-08 16:49:59
3546,1435,16,5,2,10,17,F,2024,First Term,2024-10-08 16:49:59
3547,1435,17,0,4,39,43,D,2024,First Term,2024-10-08 16:49:59
3548,1435,18,4,2,11,17,F,2024,First Term,2024-10-08 16:49:59
3549,1435,19,2,0,28,30,F,2024,First Term,2024-10-08 16:49:59
3550,1435,20,3,4,28,35,F,2024,First Term,2024-10-08 16:49:59
3551,1236,1,0,1,8,9,F,2024,First Term,2024-10-08 16:49:59
3552,1236,2,14,12,63,89,A,2024,First Term,2024-10-08 16:49:59
3553,1236,3,1,2,4,7,F,2024,First Term,2024-10-08 16:49:59
3554,1236,4,15,15,33,63,B,2024,First Term,2024-10-08 16:49:59
3555,1236,5,1,4,26,31,F,2024,First Term,2024-10-08 16:49:59
3556,1236,6,3,5,3,11,F,2024,First Term,2024-10-08 16:49:59
3557,1236,7,5,0,12,17,F,2024,First Term,2024-10-08 16:49:59
3558,1236,8,11,14,33,58,C,2024,First Term,2024-10-08 16:49:59
3559,1236,9,1,2,38,41,D,2024,First Term,2024-10-08 16:49:59
3560,1236,10,5,4,8,17,F,2024,First Term,2024-10-08 16:49:59
3561,1040,1,0,3,34,37,F,2024,First Term,2024-10-08 16:49:59
3562,1040,2,0,0,18,18,F,2024,First Term,2024-10-08 16:49:59
3563,1040,3,4,3,31,38,F,2024,First Term,2024-10-08 16:49:59
3564,1040,4,14,13,70,97,A,2024,First Term,2024-10-08 16:49:59
3565,1040,5,0,3,33,36,F,2024,First Term,2024-10-08 16:49:59
3566,1040,6,15,12,49,76,A,2024,First Term,2024-10-08 16:49:59
3567,1040,7,11,13,67,91,A,2024,First Term,2024-10-08 16:49:59
3568,1040,8,12,14,38,64,B,2024,First Term,2024-10-08 16:49:59
3569,1040,9,12,12,72,96,A,2024,First Term,2024-10-08 16:49:59
3570,1040,10,12,13,60,85,A,2024,First Term,2024-10-08 16:49:59
3571,1127,1,5,2,19,26,F,2024,First Term,2024-10-08 16:49:59
3572,1127,2,10,10,41,61,B,2024,First Term,2024-10-08 16:49:59
3573,1127,3,14,10,45,69,B,2024,First Term,2024-10-08 16:49:59
3574,1127,4,2,4,37,43,D,2024,First Term,2024-10-08 16:49:59
3575,1127,5,1,3,36,40,D,2024,First Term,2024-10-08 16:49:59
3576,1127,6,11,14,23,48,D,2024,First Term,2024-10-08 16:49:59
3577,1127,7,4,4,9,17,F,2024,First Term,2024-10-08 16:49:59
3578,1127,8,15,10,32,57,C,2024,First Term,2024-10-08 16:49:59
3579,1127,9,10,11,48,69,B,2024,First Term,2024-10-08 16:49:59
3580,1127,10,4,0,5,9,F,2024,First Term,2024-10-08 16:49:59
3581,1416,11,1,4,1,6,F,2024,First Term,2024-10-08 16:49:59
3582,1416,12,0,1,25,26,F,2024,First Term,2024-10-08 16:49:59
3583,1416,13,2,1,22,25,F,2024,First Term,2024-10-08 16:49:59
3584,1416,14,2,0,12,14,F,2024,First Term,2024-10-08 16:49:59
3585,1416,15,4,3,12,19,F,2024,First Term,2024-10-08 16:49:59
3586,1416,16,2,0,30,32,F,2024,First Term,2024-10-08 16:49:59
3587,1416,17,5,4,33,42,D,2024,First Term,2024-10-08 16:49:59
3588,1416,18,14,11,21,46,D,2024,First Term,2024-10-08 16:49:59
3589,1416,19,1,4,9,14,F,2024,First Term,2024-10-08 16:49:59
3590,1416,20,2,3,4,9,F,2024,First Term,2024-10-08 16:49:59
3591,1181,1,1,3,9,13,F,2024,First Term,2024-10-08 16:49:59
3592,1181,2,1,0,4,5,F,2024,First Term,2024-10-08 16:49:59
3593,1181,3,13,12,51,76,A,2024,First Term,2024-10-08 16:49:59
3594,1181,4,2,5,19,26,F,2024,First Term,2024-10-08 16:49:59
3595,1181,5,2,5,12,19,F,2024,First Term,2024-10-08 16:49:59
3596,1181,6,0,3,0,3,F,2024,First Term,2024-10-08 16:49:59
3597,1181,7,10,11,46,67,B,2024,First Term,2024-10-08 16:49:59
3598,1181,8,13,11,44,68,B,2024,First Term,2024-10-08 16:49:59
3599,1181,9,13,15,12,40,D,2024,First Term,2024-10-08 16:49:59
3600,1181,10,3,3,15,21,F,2024,First Term,2024-10-08 16:49:59
3601,1477,11,5,5,24,34,F,2024,First Term,2024-10-08 16:49:59
3602,1477,12,4,1,29,34,F,2024,First Term,2024-10-08 16:49:59
3603,1477,13,1,0,37,38,F,2024,First Term,2024-10-08 16:49:59
3604,1477,14,3,4,23,30,F,2024,First Term,2024-10-08 16:49:59
3605,1477,15,1,2,9,12,F,2024,First Term,2024-10-08 16:49:59
3606,1477,16,4,2,8,14,F,2024,First Term,2024-10-08 16:49:59
3607,1477,17,2,0,9,11,F,2024,First Term,2024-10-08 16:49:59
3608,1477,18,4,0,26,30,F,2024,First Term,2024-10-08 16:49:59
3609,1477,19,12,13,52,77,A,2024,First Term,2024-10-08 16:49:59
3610,1477,20,15,10,27,52,C,2024,First Term,2024-10-08 16:49:59
3611,1303,11,3,3,0,6,F,2024,First Term,2024-10-08 16:49:59
3612,1303,12,3,4,21,28,F,2024,First Term,2024-10-08 16:49:59
3613,1303,13,4,3,35,42,D,2024,First Term,2024-10-08 16:49:59
3614,1303,14,3,2,0,5,F,2024,First Term,2024-10-08 16:49:59
3615,1303,15,1,4,8,13,F,2024,First Term,2024-10-08 16:49:59
3616,1303,16,2,0,37,39,F,2024,First Term,2024-10-08 16:49:59
3617,1303,17,2,2,29,33,F,2024,First Term,2024-10-08 16:49:59
3618,1303,18,5,1,17,23,F,2024,First Term,2024-10-08 16:49:59
3619,1303,19,5,3,35,43,D,2024,First Term,2024-10-08 16:49:59
3620,1303,20,4,1,8,13,F,2024,First Term,2024-10-08 16:49:59
3621,1042,1,0,1,35,36,F,2024,First Term,2024-10-08 16:49:59
3622,1042,2,3,4,25,32,F,2024,First Term,2024-10-08 16:49:59
3623,1042,3,0,0,37,37,F,2024,First Term,2024-10-08 16:49:59
3624,1042,4,1,0,28,29,F,2024,First Term,2024-10-08 16:49:59
3625,1042,5,1,2,14,17,F,2024,First Term,2024-10-08 16:49:59
3626,1042,6,11,12,47,70,A,2024,First Term,2024-10-08 16:49:59
3627,1042,7,0,2,24,26,F,2024,First Term,2024-10-08 16:49:59
3628,1042,8,4,2,22,28,F,2024,First Term,2024-10-08 16:49:59
3629,1042,9,11,15,65,91,A,2024,First Term,2024-10-08 16:49:59
3630,1042,10,0,2,18,20,F,2024,First Term,2024-10-08 16:49:59
3631,1553,11,1,0,26,27,F,2024,First Term,2024-10-08 16:49:59
3632,1553,12,14,10,22,46,D,2024,First Term,2024-10-08 16:49:59
3633,1553,13,1,1,23,25,F,2024,First Term,2024-10-08 16:49:59
3634,1553,14,4,3,19,26,F,2024,First Term,2024-10-08 16:49:59
3635,1553,15,1,2,22,25,F,2024,First Term,2024-10-08 16:49:59
3636,1553,16,5,2,35,42,D,2024,First Term,2024-10-08 16:49:59
3637,1553,17,3,5,16,24,F,2024,First Term,2024-10-08 16:49:59
3638,1553,18,0,3,35,38,F,2024,First Term,2024-10-08 16:49:59
3639,1553,19,2,1,22,25,F,2024,First Term,2024-10-08 16:49:59
3640,1553,20,4,1,36,41,D,2024,First Term,2024-10-08 16:49:59
3641,1292,1,0,1,23,24,F,2024,First Term,2024-10-08 16:49:59
3642,1292,2,1,5,37,43,D,2024,First Term,2024-10-08 16:49:59
3643,1292,3,2,2,25,29,F,2024,First Term,2024-10-08 16:49:59
3644,1292,4,3,2,0,5,F,2024,First Term,2024-10-08 16:49:59
3645,1292,5,2,0,13,15,F,2024,First Term,2024-10-08 16:49:59
3646,1292,6,11,11,47,69,B,2024,First Term,2024-10-08 16:49:59
3647,1292,7,1,2,1,4,F,2024,First Term,2024-10-08 16:49:59
3648,1292,8,15,13,15,43,D,2024,First Term,2024-10-08 16:49:59
3649,1292,9,12,11,30,53,C,2024,First Term,2024-10-08 16:49:59
3650,1292,10,5,3,17,25,F,2024,First Term,2024-10-08 16:49:59
3651,1008,1,12,10,56,78,A,2024,First Term,2024-10-08 16:49:59
3652,1008,2,5,1,15,21,F,2024,First Term,2024-10-08 16:49:59
3653,1008,3,1,5,36,42,D,2024,First Term,2024-10-08 16:49:59
3654,1008,4,13,15,20,48,D,2024,First Term,2024-10-08 16:49:59
3655,1008,5,15,15,61,91,A,2024,First Term,2024-10-08 16:49:59
3656,1008,6,11,12,43,66,B,2024,First Term,2024-10-08 16:49:59
3657,1008,7,3,2,38,43,D,2024,First Term,2024-10-08 16:49:59
3658,1008,8,15,11,48,74,A,2024,First Term,2024-10-08 16:49:59
3659,1008,9,12,11,40,63,B,2024,First Term,2024-10-08 16:49:59
3660,1008,10,3,1,25,29,F,2024,First Term,2024-10-08 16:49:59
3661,1281,1,2,4,22,28,F,2024,First Term,2024-10-08 16:49:59
3662,1281,2,5,2,5,12,F,2024,First Term,2024-10-08 16:49:59
3663,1281,3,2,5,32,39,F,2024,First Term,2024-10-08 16:49:59
3664,1281,4,12,12,71,95,A,2024,First Term,2024-10-08 16:49:59
3665,1281,5,10,12,40,62,B,2024,First Term,2024-10-08 16:49:59
